bird_id,bird_reference,bird_reference_2019,bird_euring,bird_bto,bird_shorthand,bird_scheme,bird_ring_number,bird_name,bird_sex,bird_birth_year,bird_date_begin,bird_date_end,bird_rings_changed,bird_age_ringing,bird_ring_position,bird_ring_direction,bird_notes
,170,170,05920,,BW(ALAC),BLB,H...106527,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,171,171,05920,,BW(ALAD),BLB,H...106528,,U,,1999-07-07T00:00:00Z,,2,1,,,
,172,172,05920,,BW(ALAF),BLB,H...106529,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,173,173,05920,,BW(ALAG),BLB,H...106530,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,174,174,05920,,BW(ALAN),BLB,H...106531,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,175,175,05920,,BW(ALAS),BLB,H...106532,,U,,1999-07-07T00:00:00Z,,2,1,,,
,176,176,05920,,BW(ALAU),BLB,H...145700,,M,,1999-07-07T00:00:00Z,2006-07-07T00:00:00Z,2,1,,,
,176,176,05920,,BW(FAA.G),BLB,H...145700,,M,,2006-07-07T00:00:00Z,,2,A,RB,U,
,177,177,05920,,BW(ALAY),BLB,H...106534,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,178,178,05920,,BW(AMAC),BLB,H...106535,,F,,1999-07-23T00:00:00Z,2004-12-16T00:00:00Z,2,1,RB,U,
,178,178,05920,,,BLB,H...106535,,F,,2004-12-16T00:00:00Z,,1,A,,,
,179,179,05920,,BW(AMAH),BLB,H...106536,,M,,1999-07-07T00:00:00Z,,2,1,RB,U,
,180,180,05920,,BW(AMAJ),BLB,H...106537,,U,,1999-07-07T00:00:00Z,,2,1,,,
,181,181,05920,,BW(AMAN),BLB,H...153875,,M,,1999-07-07T00:00:00Z,2009-05-14T00:00:00Z,2,1,,,
,181,181,05920,,BW(CTA.G),BLB,H...153875,,M,,2009-05-14T00:00:00Z,,1,A,RB,U,
,182,182,05920,,BW(AMAW),BLB,H...106539,,U,,1999-07-07T00:00:00Z,,2,1,LB,U,
,183,183,05920,,BW(AMAY),BLB,H...106540,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,184,184,05920,,BW(AMAZ),BLB,H...106541,,U,,1999-07-07T00:00:00Z,,2,1,,,
,185,185,05920,,BW(ANAG),BLB,H...106542,,U,,1999-07-07T00:00:00Z,2004-09-22T00:00:00Z,2,1,RB,U,
,185,185,05920,,,BLB,H...106542,,U,,2004-09-22T00:00:00Z,,1,A,,,
,186,186,05920,,BW(ANAH),BLB,H...106543,,U,,1999-07-07T00:00:00Z,,2,1,,,
,187,187,05920,,BW(ANAL),BLB,H...106544,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,188,188,05920,,BW(ANAR),BLB,H...106545,,M,,1999-07-07T00:00:00Z,,2,1,RB,U,
,189,189,05920,,BW(ANAT),BLB,H...106546,,M,,1999-07-07T00:00:00Z,2005-07-01T00:00:00Z,2,1,RB,U,
,190,190,05920,,BW(ANAX),BLB,H...106547,,U,,1999-07-07T00:00:00Z,,2,1,,,
,191,191,05920,,BW(ANAY),BLB,H...106548,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,192,192,05920,,BW(APAA),BLB,H...106549,,M,,1999-07-07T00:00:00Z,,2,1,RB,U,
,193,193,05920,,BW(APAB),BLB,H...106550,,U,,1999-07-07T00:00:00Z,,2,1,,,
,194,194,05920,,,BLB,H...106552,,U,,1999-06-18T00:00:00Z,1999-07-20T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,194,194,05920,,BW(AZAV),BLB,H...106552,,U,,1999-07-20T00:00:00Z,,1,1,,,
,195,195,05920,,,BLB,H...106557,,U,,1999-06-18T00:00:00Z,1999-07-23T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,195,195,05920,,BW(BAAD),BLB,H...106557,,U,,1999-07-23T00:00:00Z,,1,1,,,
,196,196,05920,,,BLB,H...106558,,U,,1999-06-18T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,196,196,05920,,BW(AWAS),BLB,H...106558,,U,,1999-07-09T00:00:00Z,2000-03-10T00:00:00Z,1,1,RB,U,
,197,197,05920,,BW(BRAC),BLB,H....99699,,U,,1999-07-23T00:00:00Z,,2,1,RB,,
,198,198,05920,,BW(BRAA),BLB,H....99700,,U,,1999-07-13T00:00:00Z,,2,1,RB,D,
,199,199,05920,,BW(BRAD),NLA,...5360351,,U,,1999-07-13T00:00:00Z,2000-02-06T00:00:00Z,2,1,RB,,
,200,200,05920,,BW(BRAF),BLB,H...136842,,F,,1999-07-13T00:00:00Z,2006-05-30T00:00:00Z,2,1,,,
,200,200,05920,,BW(F.UAJ),BLB,H...136842,,F,,2006-05-30T00:00:00Z,,1,A,RB,U,
,201,201,05920,,BW(BRAG),BLB,H...106653,,U,,1999-07-13T00:00:00Z,,2,1,RB,,
,202,202,05920,,BW(BRAH),BLB,H...106654,,U,,1999-07-13T00:00:00Z,,2,1,RB,D,
,203,203,05920,,BW(BRAJ),BLB,H...106655,,U,,1999-07-13T00:00:00Z,,2,1,RB,D,
,204,204,05920,,BW(BRAK),BLB,H...106656,,U,,1999-07-13T00:00:00Z,,2,1,RB,D,
,205,205,05920,,BW(BRAM),BLB,H...106658,,U,,1999-07-23T00:00:00Z,,2,1,,,
,206,206,05920,,BW(BRAN),BLB,H...106659,,U,,1999-07-13T00:00:00Z,,2,1,,,
,207,207,05920,,,BLB,H...106675,,U,,1999-07-13T00:00:00Z,1999-07-23T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,207,207,05920,,BW(BBAS),BLB,H...106675,,U,,1999-07-23T00:00:00Z,,1,1,,,
,208,208,05920,,,BLB,H...106681,,U,,1999-07-13T00:00:00Z,1999-07-23T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,208,208,05920,,BW(BBAM),BLB,H...106681,,U,,1999-07-23T00:00:00Z,2007-04-26T00:00:00Z,1,1,RB,U,
,208,208,05920,,,BLB,H...106681,,U,,2007-04-26T00:00:00Z,,1,A,,,
,209,209,05920,,BW(AAAJ),BLB,H...136845,,M,,1999-06-23T00:00:00Z,2006-05-17T00:00:00Z,2,5,,,
,209,209,05920,,BW(F.NAC),BLB,H...136845,,M,,2006-05-17T00:00:00Z,,1,A,RB,U,
,210,210,05920,,BW(AAAR),BLB,H...152230,,M,,1999-06-24T00:00:00Z,2008-05-13T00:00:00Z,2,A,,,
,210,210,05920,,BW(KP.AU),BLB,H...152230,,M,,2008-05-13T00:00:00Z,,1,A,RB,U,
,211,211,05920,,BW(AAAU),BLB,H....99572,,F,,1999-06-25T00:00:00Z,,2,A,RB,U,
,212,212,05920,,BW(BRAP),BLB,H...106660,,F,,1999-07-13T00:00:00Z,,2,1,RB,U,
,213,213,05920,,BW(BRAR),BLB,H...106661,,U,,1999-07-13T00:00:00Z,,2,1,,,
,214,214,05920,,BW(BRAS),BLB,H...106662,,U,,1999-07-13T00:00:00Z,1999-09-01T00:00:00Z,2,1,,,
,215,215,05920,,BW(BRAT),BLB,H...106663,,U,,1999-07-13T00:00:00Z,2003-06-01T00:00:00Z,2,1,,,
,216,216,05920,,BW(BRAU),BLB,H...106664,,U,,1999-07-13T00:00:00Z,,2,1,,,
,217,217,05920,,BW(BRAV),BLB,H...136849,,F,,1999-07-13T00:00:00Z,2006-06-01T00:00:00Z,2,1,,,
,217,217,05920,,BW(FH.AR),BLB,H...136849,,F,,2006-06-01T00:00:00Z,2015-11-24T00:00:00Z,1,A,RB,U,
,218,218,05920,,BW(BRAW),BLB,H...106666,,U,,1999-07-13T00:00:00Z,,2,1,,,
,219,219,05920,,BW(BRAX),BLB,H...146485,,M,,1999-07-13T00:00:00Z,2008-06-11T00:00:00Z,2,1,,,
,219,219,05920,,BW(KR.AV),BLB,H...146485,,M,,2008-06-11T00:00:00Z,,1,A,RB,U,
,220,220,05920,,BW(BRAY),BLB,H...106668,,U,,1999-07-13T00:00:00Z,,2,1,RB,D,
,221,221,05920,,BW(BRAZ),BLB,H...145698,,U,,1999-07-13T00:00:00Z,2007-06-19T00:00:00Z,2,1,,,
,221,221,05920,,BW(G.FAT),BLB,H...145698,,U,,2007-06-19T00:00:00Z,,1,A,RB,U,
,222,222,05920,,BW(AAAB),BLB,H....99574,,F,,1999-06-22T00:00:00Z,,2,A,RB,U,
,223,223,05920,,BW(AAAC),BLB,H....99575,,U,,1999-06-22T00:00:00Z,,2,A,,,
,224,224,05920,,BW(AAAD),BLB,H....99576,,M,,1999-06-22T00:00:00Z,,2,A,RB,U,
,225,225,05920,,BW(AAAF),BLB,H....99577,,M,,1999-06-22T00:00:00Z,2005-09-15T00:00:00Z,2,A,RB,U,
,226,226,05920,,BW(AAAG),BLB,H....99578,,M,,1999-06-22T00:00:00Z,,2,A,RB,U,
,227,227,05920,,BW(ACAM),BLB,H....99582,,U,,1999-07-02T00:00:00Z,,2,1,RB,U,
,228,228,05920,,BW(ACAN),BLB,H....99583,,U,,1999-07-02T00:00:00Z,,2,1,RB,U,
,229,229,05920,,BW(ACAX),BLB,H....99584,,U,,1999-07-02T00:00:00Z,,2,1,RB,,
,230,230,05920,,BW(ABAG),BLB,H....99581,,U,,1999-07-02T00:00:00Z,,2,1,,,
,231,231,05920,,BW(ADAA),BLB,H....99585,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,232,232,05920,,BW(ADAL),BLB,H....99586,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,233,233,05920,,BW(ADAN),BLB,H....99587,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,234,234,05920,,BW(AFAH),BLB,H....99588,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,235,235,05920,,BW(AGAR),BLB,H....99589,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,236,236,05920,,BW(AGAT),BLB,H....99590,,F,,1999-07-07T00:00:00Z,2007-12-14T00:00:00Z,2,1,,,
,236,236,05920,,BW(AGAT),,,,F,,2007-12-14T00:00:00Z,,0,A,RB,U,
,237,237,05920,,BW(AGAU),BLB,H....99591,,M,,1999-07-07T00:00:00Z,2008-01-10T00:00:00Z,2,1,,,
,237,237,05920,,BW(AGAU),,,,M,,2008-01-10T00:00:00Z,,0,A,RB,U,
,238,238,05920,,BW(AGAW),BLB,H...136833,,M,,1999-07-07T00:00:00Z,2006-05-29T00:00:00Z,2,1,,,
,238,238,05920,,BW(F.SAG),BLB,H...136833,,M,,2006-05-29T00:00:00Z,,1,A,RB,U,
,239,239,05920,,BW(AGAX),BLB,H....99593,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,240,240,05920,,BW(AGAZ),BLB,H....99594,,U,,1999-07-07T00:00:00Z,2000-11-28T00:00:00Z,2,1,RB,,
,241,241,05920,,BW(AHAA),BLB,H....99595,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,242,242,05920,,BW(AHAB),BLB,H....99596,,U,,1999-07-07T00:00:00Z,2005-04-07T00:00:00Z,2,1,RB,U,
,242,242,05920,,,BLB,H....99596,,U,,2005-04-07T00:00:00Z,,1,A,,,
,243,243,05920,,BW(AHAG),BLB,H....99597,,M,,1999-07-07T00:00:00Z,,2,1,RB,U,
,244,244,05920,,BW(AJAL),BLB,H....99598,,U,,1999-07-07T00:00:00Z,,2,1,LB,U,
,245,245,05920,,BW(AJAM),BLB,H....99599,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,246,246,05920,,BW(AJAN),BLB,H....99600,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,247,247,05920,,,NLA,...6142906,,M,,1999-06-01T00:00:00Z,1999-07-02T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,247,247,05920,,BW(ACAZ),NLA,...6142906,,M,,1999-07-02T00:00:00Z,2011-07-20T00:00:00Z,1,1,,,
,247,247,05920,,,NLA,...6142906,,M,,2011-07-20T00:00:00Z,,1,A,,,
,248,248,05920,,BW(APAF),BLB,H...106579,,F,,1999-07-07T00:00:00Z,,2,1,RB,U,
,249,249,05920,,BW(APAN),BLB,H...106580,,F,,1999-07-07T00:00:00Z,,2,1,RB,U,
,250,250,05920,,BW(APAS),BLB,H...106581,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,251,251,05920,,BW(APAW),BLB,H...106582,,U,,1999-07-07T00:00:00Z,,2,1,,,
,252,252,05920,,BW(APAZ),BLB,H...106584,,F,,1999-07-07T00:00:00Z,2014-03-20T00:00:00Z,2,1,,,
,252,252,05920,,BW(APAZ),,,,F,,2014-03-20T00:00:00Z,,0,A,RB,U,
,253,253,05920,,BW(ARAD),BLB,H...106585,,F,,1999-07-07T00:00:00Z,2004-12-01T00:00:00Z,2,1,RB,U,
,254,254,05920,,BW(ARAF),BLB,H...106586,,U,,1999-07-07T00:00:00Z,,2,1,RB,,
,255,255,05920,,BW(ARAL),BLB,H...106587,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,256,256,05920,,BW(ARAM),BLB,H...106588,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,257,257,05920,,BW(ARAP),BLB,H...106589,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,258,258,05920,,BW(ARAS),BLB,H...106590,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,259,259,05920,,BW(ARAV),BLB,H...106591,,U,,1999-07-07T00:00:00Z,,2,1,,,
,260,260,05920,,BW(ARAW),BLB,H...106592,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,261,261,05920,,BW(ARAZ),BLB,H...106593,,U,,1999-07-07T00:00:00Z,,2,1,,,
,262,262,05920,,BW(ASAA),BLB,H...106594,,U,,1999-07-07T00:00:00Z,2000-07-16T00:00:00Z,2,1,RB,U,
,262,262,05920,,,BLB,H...106594,,U,,2000-07-16T00:00:00Z,,1,,,,
,263,263,05920,,BW(ASAB),BLB,H...106595,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,264,264,05920,,BW(ASAL),BLB,H...106596,,U,,1999-07-07T00:00:00Z,,2,1,RB,U,
,265,265,05920,,BW(ASAN),BLB,H...106597,,M,,1999-07-07T00:00:00Z,,2,1,RB,U,
,266,266,05920,,BW(ASAD),BLB,H...106598,,F,,1999-07-07T00:00:00Z,,2,1,RB,U,
,267,267,05910,,,BLB,L....89032,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,267,267,05910,,BW(ADAW),BLB,L....89032,,U,,1999-07-07T00:00:00Z,,1,1,RB,U,
,268,268,05910,,BW(AFAJ),BLB,L....89044,,F,,1999-07-07T00:00:00Z,2007-07-31T00:00:00Z,2,1,,,
,268,268,05910,,BW(AFAJ),,,,F,,2007-07-31T00:00:00Z,,0,A,RB,U,
,269,269,05910,,,BLB,L....89019,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,269,269,05910,,BW(AFAK),BLB,L....89019,,U,,1999-07-07T00:00:00Z,,1,1,RB,U,
,270,270,05910,,,BLB,L...909671,,M,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,270,270,05910,,BW(AFAR),BLB,L...909671,,M,,1999-07-07T00:00:00Z,2008-06-04T00:00:00Z,1,1,,,
,270,270,05910,,BW(KG.AN),BLB,L...909671,,M,,2008-06-04T00:00:00Z,,1,A,RB,U,
,271,271,05920,,,BLB,H...145595,,M,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,271,271,05920,,BW(AFAU),BLB,H...145595,,M,,1999-07-07T00:00:00Z,2006-05-11T00:00:00Z,1,1,,,
,271,271,05920,,BW(FA.AB),BLB,H...145595,,M,,2006-05-11T00:00:00Z,,1,A,RB,D,
,272,272,05910,,,BLB,L....89027,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,272,272,05910,,BW(AGAP),BLB,L....89027,,U,,1999-07-07T00:00:00Z,,1,1,LB,U,
,273,273,05910,,,BLB,L....89036,,M,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,273,273,05910,,BW(AHAL),BLB,L....89036,,M,,1999-07-07T00:00:00Z,,1,1,LB,U,
,274,274,05920,,,BLB,H...901951,,M,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,274,274,05920,,BW(AJAT),BLB,H...901951,,M,,1999-07-07T00:00:00Z,2012-05-01T00:00:00Z,1,1,,,
,274,274,05920,,BW(AJAT),,,,M,,2012-05-01T00:00:00Z,2012-05-16T00:00:00Z,0,,,,
,274,274,05920,,BW(S.TAW),BLB,H...901951,,M,,2012-05-16T00:00:00Z,,2,A,RB,U,
,275,275,05910,,,BLB,L....89048,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,275,275,05910,,BW(AKAC),BLB,L....89048,,U,,1999-07-07T00:00:00Z,,1,1,,,
,276,276,05920,,,BLB,H....99537,,U,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,276,276,05920,,BW(AKAL),BLB,H....99537,,U,,1999-07-07T00:00:00Z,,1,1,,,
,277,277,05920,,,BLB,H....99538,,U,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,277,277,05920,,BW(AKAR),BLB,H....99538,,U,,1999-07-07T00:00:00Z,,1,1,LB,U,
,278,278,05910,,,BLB,L....89014,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,278,278,05910,,BW(AKAW),BLB,L....89014,,U,,1999-07-07T00:00:00Z,,1,1,,,
,279,279,05920,,,BLB,H...136755,,M,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,279,279,05920,,BW(AMAS),BLB,H...136755,,M,,1999-07-07T00:00:00Z,2009-05-06T00:00:00Z,1,1,,,
,279,279,05920,,,BLB,H...136755,,M,,2009-05-06T00:00:00Z,2009-05-25T00:00:00Z,1,A,,,
,279,279,05920,,BW(C.ZAD),BLB,H...136755,,M,,2009-05-25T00:00:00Z,,1,A,RB,,
,280,280,05910,,,BLB,L....89011,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,280,280,05910,,BW(ANAA),BLB,L....89011,,U,,1999-07-07T00:00:00Z,,1,1,,,
,281,281,05910,,,BLB,L....89018,,M,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,281,281,05910,,BW(ANAB),BLB,L....89018,,M,,1999-07-07T00:00:00Z,2008-03-14T00:00:00Z,1,1,,,
,281,281,05910,,BW(ANAB),,,,M,,2008-03-14T00:00:00Z,,0,A,RB,U,
,282,282,05910,,,BLB,L....89013,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,282,282,05910,,BW(ANAM),BLB,L....89013,,U,,1999-07-07T00:00:00Z,,1,1,,,
,283,283,05910,,,BLB,L....89010,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,283,283,05910,,BW(APAK),BLB,L....89010,,U,,1999-07-07T00:00:00Z,,1,1,RB,U,
,284,284,05910,,,BLB,L....89015,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,284,284,05910,,BW(APAP),BLB,L....89015,,U,,1999-07-07T00:00:00Z,,1,1,,,
,285,285,05910,,,BLB,L....89007,,U,,1999-07-02T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,285,285,05910,,BW(APAY),BLB,L....89007,,U,,1999-07-07T00:00:00Z,,1,1,,,
,286,286,05920,,,BLB,H....99536,,U,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,286,286,05920,,BW(ARAC),BLB,H....99536,,U,,1999-07-07T00:00:00Z,,1,1,,,
,287,287,05920,,,BLB,H....99550,,U,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,287,287,05920,,BW(ARAT),BLB,H....99550,,U,,1999-07-07T00:00:00Z,,1,1,RB,U,
,288,288,05920,,,BLB,H...152148,,F,,1999-06-18T00:00:00Z,1999-07-07T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,288,288,05920,,BW(ASAF),BLB,H...152148,,F,,1999-07-07T00:00:00Z,2004-05-28T00:00:00Z,1,1,,,
,288,288,05920,,,BLB,H...152148,,F,,2004-05-28T00:00:00Z,2007-06-20T00:00:00Z,1,A,,,
,288,288,05920,,BW(G.DAC),BLB,H...152148,,F,,2007-06-20T00:00:00Z,,1,A,RB,U,
,289,289,05910,,,BLB,L....89031,,U,,1999-07-02T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,289,289,05910,,BW(AUAS),BLB,L....89031,,U,,1999-07-09T00:00:00Z,,1,1,,,
,290,290,05920,,,BLB,H....99527,,U,,1999-06-18T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,290,290,05920,,BW(AUAZ),BLB,H....99527,,U,,1999-07-09T00:00:00Z,,1,1,,,
,291,291,05920,,,BLB,H....99530,,U,,1999-06-18T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,291,291,05920,,BW(AVAJ),BLB,H....99530,,U,,1999-07-09T00:00:00Z,,1,1,LB,U,
,292,292,05920,,,BLB,H....99533,,U,,1999-06-18T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,292,292,05920,,BW(AVAU),BLB,H....99533,,U,,1999-07-09T00:00:00Z,,1,1,RB,U,
,293,293,05920,,,BLB,H....99528,,U,,1999-06-18T00:00:00Z,1999-07-09T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,293,293,05920,,BW(BJAC),BLB,H....99528,,U,,1999-07-09T00:00:00Z,,1,1,RB,U,
,294,294,05910,,BW(AXAF),BLB,L....89029,,U,,1999-07-13T00:00:00Z,,2,1,RB,,
,295,295,05910,,BW(AZAY),BLB,L....89033,,U,,1999-07-20T00:00:00Z,,2,1,,,
,296,296,05920,,BW(BUAC),BLB,H...108751,,M,,2000-05-08T00:00:00Z,,2,A,RB,U,
,297,297,05920,,BW(BUAD),BLB,H...108752,,U,,2000-05-08T00:00:00Z,,2,A,RB,D,
,298,298,05910,,,NLA,...5366177,,F,,2001-07-07T00:00:00Z,2007-06-06T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,298,298,05910,,BW(G.ZAZ),NLA,...5366177,,F,,2007-06-06T00:00:00Z,,1,A,RB,U,
,299,299,05920,,BW(BUAK),BLB,H...108754,,U,,2000-05-12T00:00:00Z,,2,A,,,
,300,300,05920,,BW(BUAP),BLB,H...108755,,M,,2000-05-12T00:00:00Z,2009-05-22T00:00:00Z,2,A,,,
,300,300,05920,,BW(KZ.AP),BLB,H...108755,,M,,2009-05-22T00:00:00Z,2018-10-07T00:00:00Z,1,A,,,
,300,300,05920,,BW(KZ.AP),,,,M,,2018-10-07T00:00:00Z,,0,,RB,U,
,301,301,05920,,BW(BUAU),BLB,H...108756,,F,,2000-05-19T00:00:00Z,,2,A,RB,U,
,302,302,05920,,BW(BUAX),BLB,H...108757,,M,,2000-05-19T00:00:00Z,,2,A,RB,U,
,303,303,05920,,BW(BUAY),BLB,H...108758,,M,,2000-05-19T00:00:00Z,,2,A,RB,U,
,304,304,05920,,BW(BVAA),BLB,H...108759,,U,,2000-05-25T00:00:00Z,,2,A,RB,,
,305,305,05920,,BW(BVAD),BLB,H...108760,,F,,2000-05-25T00:00:00Z,,2,A,RB,U,
,306,306,05920,,BW(BVAF),BLB,H...108761,,U,,2000-05-25T00:00:00Z,2001-02-05T00:00:00Z,2,A,RB,,
,307,307,05920,,BW(BVAL),BLB,H...108762,,U,,2000-05-25T00:00:00Z,,2,A,RB,U,
,308,308,05920,,BW(BVAS),BLB,H...108763,,M,,2000-05-29T00:00:00Z,,2,5,RB,U,
,309,309,05920,,BW(BVAT),BLB,H...108764,,F,,2000-05-29T00:00:00Z,,2,A,RB,U,
,310,310,05920,,BW(BVAW),BLB,H...108765,,F,,2000-05-29T00:00:00Z,,2,A,RB,U,
,311,311,05920,,BW(BVAX),BLB,H...152374,,F,,2000-05-29T00:00:00Z,2008-06-06T00:00:00Z,2,A,,,
,311,311,05920,,BW(KV.AJ),BLB,H...152374,,F,,2008-06-06T00:00:00Z,,1,A,RB,U,
,312,312,05920,,BW(BVAZ),BLB,H...108767,,F,,2000-05-30T00:00:00Z,2005-02-04T00:00:00Z,2,5,RB,U,
,312,312,05920,,,BLB,H...108767,,F,,2005-02-04T00:00:00Z,,1,A,,,
,313,313,05920,,BW(BWAA),BLB,H...108768,,F,,2000-05-30T00:00:00Z,,2,A,RB,U,
,314,314,05920,,BW(BWAB),BLB,H...108769,,U,,2000-05-30T00:00:00Z,,2,A,RB,U,
,315,315,05920,,BW(BWAJ),BLB,H...112001,,F,,2000-06-21T00:00:00Z,2002-06-10T00:00:00Z,2,A,RB,U,
,316,316,05920,,BW(BWAL),BLB,H...112002,,M,,2000-06-21T00:00:00Z,,2,A,RB,U,
,317,317,05920,,BW(BWAM),BLB,H...112003,,M,,2000-06-21T00:00:00Z,2003-04-17T00:00:00Z,2,A,,,
,317,317,05920,,BW(BWAM),,,,M,,2003-04-17T00:00:00Z,,0,A,RB,U,
,318,318,05920,,BW(BWAN),BLB,H...108797,,U,,2000-06-22T00:00:00Z,,2,1,RB,U,
,319,319,05920,,BW(BWAP),BLB,H...108798,,F,,2000-06-22T00:00:00Z,,2,1,RB,U,
,320,320,05910,,BW(BUAF),BLB,L....89244,,F,,2000-05-08T00:00:00Z,2008-07-10T00:00:00Z,2,A,RB,D,
,321,321,05920,,,BLB,H...131819,,U,,2004-07-03T00:00:00Z,2007-05-24T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,321,321,05920,,BW(GC.AG),BLB,H...131819,,U,,2007-05-24T00:00:00Z,,1,5,RB,U,
,322,322,05910,,BW(BUAJ),BLB,L...907001,,F,,2000-05-12T00:00:00Z,2007-06-07T00:00:00Z,2,A,,,
,322,322,05910,,BW(GM.AF),BLB,L...907001,,F,,2007-06-07T00:00:00Z,,1,A,RB,U,
,323,323,05910,,BW(BUAL),BLB,L....89247,,M,,2000-05-12T00:00:00Z,,2,A,RB,U,
,324,324,05910,,BW(BUAM),BLB,L....89248,,F,,2000-05-12T00:00:00Z,,2,A,RB,U,
,325,325,05910,,BW(BUAN),BLB,L....89249,,U,,2000-05-12T00:00:00Z,,2,A,RB,U,
,326,326,05910,,,BLB,L....80914,,M,,1997-06-05T00:00:00Z,2000-05-12T00:00:00Z,0,A,,,sovon_bird_shorthand not available.
,326,326,05910,,BW(BUAS),BLB,L....80914,,M,,2000-05-12T00:00:00Z,,1,A,RB,U,
,327,327,05910,,BW(BUAT),BLB,L....89250,,F,,2000-05-19T00:00:00Z,,2,A,RB,U,
,328,328,05910,,BW(BUAV),BLB,L....89326,,M,,2000-05-19T00:00:00Z,,2,A,RB,U,
,329,329,05910,,BW(BUAW),BLB,L...909641,,F,,2000-05-19T00:00:00Z,2007-04-25T00:00:00Z,2,A,,,
,329,329,05910,,BW(BUAW),,,,F,,2007-04-25T00:00:00Z,2009-05-18T00:00:00Z,0,A,,,
